"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Exclude","Descendants","Mapped"
"230","Suicide Attempt (SNOMED & ICD)","1433170","X81","Intentional self-harm by jumping or lying before moving object","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","45551949","X74","Intentional self-harm by other and unspecified firearm discharge","Observation","ICD10","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433156","X74","Intentional self-harm by other and unspecified firearm discharge","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433157","X74.x00","Intentional self-harm by other and unspecified firearm discharge","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433174","X83","Intentional self-harm by other specified means","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433175","X83.x00","Intentional self-harm by other specified means","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","45590555","X83","Intentional self-harm by other specified means","Observation","ICD10","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433154","X73","Intentional self-harm by rifle, shotgun and larger firearm discharge","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","45756448","X73","Intentional self-harm by rifle, shotgun and larger firearm discharge","Observation","ICD10","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433155","X73.x00","Intentional self-harm by rifle, shotgun and larger firearm discharge","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433165","X78.x00","Intentional self-harm by sharp object","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433164","X78","Intentional self-harm by sharp object","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","45756450","X78","Intentional self-harm by sharp object","Observation","ICD10","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433160","X76","Intentional self-harm by smoke, fire and flames","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433161","X76.x00","Intentional self-harm by smoke, fire and flames","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","45551953","X76","Intentional self-harm by smoke, fire and flames","Observation","ICD10","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","45756449","X77","Intentional self-harm by steam, hot vapours and hot objects","Observation","ICD10","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433163","X77.x00","Intentional self-harm by steam, hot vapours and hot objects","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433162","X77","Intentional self-harm by steam, hot vapours and hot objects","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","45585673","X84","Intentional self-harm by unspecified means","Observation","ICD10","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433177","X84.x00","Intentional self-harm by unspecified means","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1433176","X84","Intentional self-harm by unspecified means","Observation","ICD10CN","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","44821473","E957.2","Suicide and self-inflicted injuries by jumping from natural sites","Condition","ICD9CM","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","44824923","E957.1","Suicide and self-inflicted injuries by jumping from other man-made structures","Condition","ICD9CM","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","44829558","E957.0","Suicide and self-inflicted injuries by jumping from residential premises","Condition","ICD9CM","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","45541247","T14.91","Suicide attempt","Observation","ICD10CM","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1326800","T14.91XA","Suicide attempt, initial encounter","Observation","ICD10CM","N","false","false","false"
"230","Suicide Attempt (SNOMED & ICD)","1326801","T14.91XD","Suicide attempt, subsequent encounter","Observation","ICD10CM","N","false","false","false"
