"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Domain","Vocabulary","Standard Concept","Exclude","Descendants","Mapped"
"173","Psychotropics - Addiction Drugs (RxNorm)","40225993","1010604","Buprenorphine 8 MG / Naloxone 2 MG Oral Strip","Drug","RxNorm","S","false","false","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","1133262","351267","Buprenorphine 8 MG / Naloxone 2 MG Sublingual Tablet","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","1133230","351265","Buprenorphine 8 MG Sublingual Tablet","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","735850","3554","Disulfiram","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","735851","197623","Disulfiram 250 MG Oral Tablet","Drug","RxNorm","S","false","false","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","735882","197624","Disulfiram 500 MG Oral Tablet","Drug","RxNorm","S","false","false","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","1103640","6813","Methadone","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","40166326","864714","Methadone Hydrochloride 10 MG/ML Injectable Solution","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","40185005","991147","Methadone Hydrochloride 10 MG/ML Oral Solution","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","40166320","864706","Methadone Hydrochloride 10 MG Oral Tablet","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","40166310","864761","Methadone Hydrochloride 1 MG/ML Oral Solution","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","40166330","864769","Methadone Hydrochloride 2 MG/ML Oral Solution","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","40166295","864978","Methadone Hydrochloride 40 MG Tablet for Oral Suspension","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","40166362","864718","Methadone Hydrochloride 5 MG Oral Tablet","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","1714319","7243","Naltrexone","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","1714351","637213","Naltrexone 380 MG Injection","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","44784878","1483744","Naltrexone hydrochloride 50 MG Oral Tablet","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","718583","7407","Nicotine","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","42902558","1359671","Nicotine 0.312 MG/HR Transdermal System","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","36250118","1797886","Nicotine 0.5 MG/ACTUAT Metered Dose Nasal Spray","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","718670","314119","Nicotine 2 MG Chewing Gum","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","718757","359817","Nicotine 2 MG Oral Lozenge","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","718669","311975","Nicotine 4 MG Chewing Gum","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","19064070","250983","Nicotine 4 MG Inhalation Solution","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","718758","359818","Nicotine 4 MG Oral Lozenge","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","780442","591622","varenicline","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","780444","636671","varenicline 0.5 MG Oral Tablet","Drug","RxNorm","S","false","true","false"
"173","Psychotropics - Addiction Drugs (RxNorm)","780446","636676","varenicline 1 MG Oral Tablet","Drug","RxNorm","S","false","true","false"
